,Anzahl,Firma,Jahr,Lehrstelle,Ort
0,3,Franke Schweiz AG,2019,Abdichter/in EFZ,Aarburg (AG)
1,1,Dyno AG,2019,Abdichtungspraktiker/in EBA,Aefligen (BE)
2,1,Stöcklin Logistik AG,2019,Agrarpraktiker/in EBA,Aesch BL (BL)
3,1,Schmidlin AG,2019,Agrarpraktiker/in (Landwirtschaft) EBA,Affoltern am Albis (ZH)
4,10,Morath AG,2019,Agrarpraktiker/in (Spezialkulturen) EBA,Allschwil (BL)
5,1,RUAG Schweiz AG,2019,Agrarpraktiker/in (Weinbereitung) EBA,Alpnach Dorf (OW)
6,1,FITECH AG,2019,Anlagen- und Apparatebauer/in EFZ,Amriswil (TG)
7,1,Leutenegger + Frei AG,2019,Anlagenführer/in EFZ,Andwil SG (SG)
8,2,Bühler AG,2019,Architekturmodellbauer/in EFZ,Appenzell (AI)
9,1,libs Industrielle Berufslehren Schweiz,2019,Assistent/in Gesundheit und Soziales EBA,Baden (AG)
10,1,Büchel Blech AG,2019,Augenoptiker/in EFZ,Balzers (FL)
11,1,CBRE GWS GmbH,2019,Automatiker/in EFZ,Basel (BS)
12,1,F. Hoffmann-La Roche AG,2019,Automatikmonteur/in EFZ,Basel (BS)
13,1,Jet Aviation AG,2019,Automobil-Assistent/in EBA,Basel (BS)
14,1,Bachmann AG Beringen,2019,Automobil-Fachmann/-frau EFZ,Beringen (SH)
15,1,EMCH Aufzüge AG,2019,Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ,Bern (BE)
16,2,Hugo Leutenegger AG,2019,Automobil-Fachmann/-frau (Personenwagen) EFZ,Bettwiesen (TG)
17,1,Kowa Baumontagen AG,2019,Automobil-Mechatroniker/in EFZ,Bichwil (SG)
18,2,Cerex AG,2019,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Bleienbach (BE)
19,1,Jörimann Stahl AG,2019,Automobil-Mechatroniker/in (Personenwagen) EFZ,Bonaduz (GR)
20,1,Schlosserei Otto Jäggi-Jäggi,2019,Bäcker/in-Konditor/in-Confiseur/in EBA,Boningen (SO)
21,1,JAA,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Breitenbach (SO)
22,1,Wirth + Co. AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Buchrain (LU)
23,1,RONDO Burgdorf AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Burgdorf (BE)
24,1,Kalag AG,2019,Baumaschinenmechaniker/in EFZ,Bütschwil (SG)
25,1,Toscano Stahlbau AG,2019,Baupraktiker/in EBA,Cazis (GR)
26,1,Ginox SA,2018,Bauwerktrenner/in EFZ,Chailly-Montreux (VD)
27,1,alig grossküchen ag,2019,Bekleidungsgestalter/in EFZ,Chur (GR)
28,1,Auprès d'une entreprise partenaire du REN,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Cressier NE (NE)
29,1,Matisa Matériel Industriel SA,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Crissier (VD)
30,1,Blechtech AG,2019,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Dachsen (ZH)
31,1,S Combi AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Dintikon (AG)
32,2,EMS-CHEMIE AG,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Domat/Ems (GR)
33,2,Romag Aquacare AG,2019,Bekleidungsnäher/in EBA,Düdingen (FR)
34,1,ECE GmbH,2019,Betonwerker/in EFZ,Dulliken (SO)
35,6,Schindler Berufsbildung,2019,Boden-Parkettleger/in EFZ,Ebikon (LU)
36,1,Holcim (Suisse) SA,2018,Boden-Parkettleger/in (Parkett) EFZ,Eclépens (VD)
37,1,Zaugg AG Eggiwil,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Eggiwil (BE)
38,2,Schindler Aufzüge AG,2019,Bootbauer/in EFZ,Embrach (ZH)
39,1,TM Metalltechnik AG,2019,Bootfachwart/in EFZ,Emmen (LU)
40,1,Gebr. Meier AG,2019,Buchhändler/in EFZ,Emmenbrücke (LU)
41,1,Hans Eberle AG,2019,Büchsenmacher/in EFZ,Ennenda (GL)
42,1,Aerolite AG,2019,Bühnentänzer/in EFZ,Ennetbürgen (NW)
43,1,Otto Lang AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Ermensee (LU)
44,1,Tôlerie industrielle Etagnières SA,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Etagnières (VD)
45,1,Z Montagen,2019,Büroassistent/in EBA,Felsberg (GR)
46,1,Marton AG,2019,Carrosserielackierer/in EFZ,Flawil (SG)
47,1,Bartholet,2019,Carrosseriespengler/in EFZ,Flums (SG)
48,1,Metaltec Thurgau,2019,Chemie- und Pharmapraktiker/in EBA,Frauenfeld (TG)
49,1,Letrona AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Friltschen (TG)
50,2,Schlegel AG,2019,Coiffeur/-euse EBA,Goldach (SG)
51,1,Garaventa AG,2019,Coiffeur/-euse EFZ,Goldau (SZ)
52,1,ChromtechAI,2019,Dachdecker/in EFZ,Gonten (AI)
53,1,J. & E. MAIER AG,2019,Dachdeckerpraktiker/in EBA,Gossau SG (SG)
54,1,Techniques Laser SA,2018,Dekorationsnäher/in EBA,Goumoens-la-Ville (VD)
55,1,Lippuner EMT AG,2019,Dentalassistent/in EFZ,Grabs (SG)
56,1,Herren Frères & Cie Les Tuileries,2018,Detailhandelsassistent/in EBA,Grandson (VD)
57,2,APACO AG,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Grellingen (BL)
58,2,Meyer BlechTechnik AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Grosswangen (LU)
59,1,IST-Edelstahl-Anlagenbau AG,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,Gwatt (Thun) (BE)
60,1,Fr. Blaser AG,2019,Detailhandelsassistent/in (Do-it-yourself) EBA,Hasle b. Burgdorf (BE)
61,3,Müller Martini,2019,Detailhandelsassistent/in (Eisenwaren) EBA,Hasle LU (LU)
62,1,Hohl AG,2019,Detailhandelsassistent/in (Elektrofach) EBA,Herznach (AG)
63,2,e. Luterbach AG,2019,Detailhandelsassistent/in (Farben) EBA,Hildisrieden (LU)
64,1,Seven-Air Gebr. Meyer AG,2019,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Hitzkirch (LU)
65,1,hetech ag,2019,Detailhandelsassistent/in (Flower) EBA,Hochdorf (LU)
66,1,Pius Nadler AG,2019,Detailhandelsassistent/in (Garden) EBA,Höri (ZH)
67,1,Mirap AG,2019,Detailhandelsassistent/in (Haushalt) EBA,Jona (SG)
68,1,Leister AG,2019,Detailhandelsassistent/in (Kiosk) EBA,Kägiswil (OW)
69,1,Meidinger AG,2019,Detailhandelsassistent/in (Landi) EBA,Kaiseraugst (AG)
70,1,Neuweiler AG,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Kreuzlingen (TG)
71,1,Isenschmid AG,2019,Detailhandelsassistent/in (Möbel) EBA,Küssnacht am Rigi (SZ)
72,3,Werner Fercher AG,2019,Detailhandelsassistent/in (Musikinstrumente) EBA,Lalden (VS (de))
73,1,Landqart AG,2019,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Landquart (GR)
74,1,login Berufsbildung AG,2019,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Landquart (GR)
75,3,azm Ausbildungszentrum Mittelland,2019,Detailhandelsassistent/in (Papeterie) EBA,Langenthal (BE)
76,1,KASAG Swiss AG,2019,Detailhandelsassistent/in (Parfumerie) EBA,Langnau im Emmental (BE)
77,1,Lüthi-Aufzüge AG,2019,Detailhandelsassistent/in (Post) EBA,Leimiswil (BE)
78,1,Auprès d'une entreprise partenaire du REN,2019,Detailhandelsassistent/in (Schuhe) EBA,Les Geneveys-sur-Coffrane (NE)
79,1,Patric Métal SA,2019,Detailhandelsassistent/in (Spielwaren) EBA,Les Geneveys-sur-Coffrane (NE)
80,1,Rhyn Mechanik AG,2019,Detailhandelsassistent/in (Sportartikel) EBA,Lohn-Ammannsegg (SO)
81,2,Kalt Maschinenbau AG,2019,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Lütisburg (SG)
82,1,Laube + Co. AG,2019,Detailhandelsassistent/in (Textil) EBA,Mellikon (AG)
83,1,Dresohn AG,2019,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Mettmenstetten (ZH)
84,2,CIMO - Compagnie Industrielle de Monthey SA,2019,Detailhandelsassistent/in (Zoofachhandel) EBA,Monthey 1 (VS (fr))
85,1,Gewerblich-industrielle Berufsfachschule Muttenz,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Muttenz (BL)
86,1,Wyss Bühnenbau AG,2019,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Näfels (GL)
87,2,Lauber IWISA AG,2019,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Naters (VS (de))
88,1,Imbach + Cie AG,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Nebikon (LU)
89,2,Schindler Aufzüge AG,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Oberentfelden (AG)
90,1,Werner Mathis AG,2019,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Oberhasli (ZH)
91,1,Zbinden Posieux SA,2019,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Posieux (FR)
92,1,ABC Switzerland Sàrl,2018,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Pruntrut (JU)
93,1,libs Rapperswil,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Rapperswil SG (SG)
94,1,EM Blechtech AG,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Root (LU)
95,1,Fredi Stury AG,2019,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Rümlang (ZH)
96,1,Krieger Produktions AG,2019,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Ruswil (LU)
97,1,Kurmann Technik AG,2019,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Ruswil (LU)
98,1,Kuchelmeister,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Sargans (SG)
99,1,Schenk Bruhin AG,2019,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Sargans (SG)
100,2,Schindler Aufzüge AG,2019,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Schlieren (ZH)
101,1,Schenker Storen AG,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Schönenwerd (SO)
102,1,Inauen-Schätti AG,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Schwanden GL (GL)
103,1,Beni Burtscher AG,2019,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Schwarzenbach SG (SG)
104,2,Emil Gisler AG,2019,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Seedorf UR (UR)
105,1,RUOSSTECH AG,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Siebnen (SZ)
106,1,SIHRO Tech AG,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Sirnach (TG)
107,1,DSM Nutritional Products AG,2019,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Sisseln AG (AG)
108,1,Creusalp SA,2019,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Sitten (VS (fr))
109,1,Leu + Helfenstein AG,2019,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,St. Erhard (LU)
110,2,AS Aufzüge AG,2019,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,St. Gallen (SG)
111,2,Schindler Aufzüge AG,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,St. Gallen (SG)
112,1,Berger Apparatebau AG,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Steffisburg (BE)
113,1,K. Schären AG,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Steffisburg (BE)
114,1,Stabitec AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Steg VS (VS (de))
115,2,Trunz Metalltechnik AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Steinach (SG)
116,1,Kompaflex AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Steinebrunn (TG)
117,2,Belimed AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Sulgen (TG)
118,1,Stierli Bieger AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Sursee (LU)
119,1,Anplaq AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Tamins (GR)
120,1,Bechtiger Edelstahl AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Tübach (SG)
121,1,Wirtech AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Uetendorf (BE)
122,1,Holcim (Schweiz) AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Untervaz (GR)
123,5,Bühler AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Uzwil (SG)
124,1,Fercher Anton,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Visp (VS (de))
125,7,Lonza AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Visp (VS (de))
126,1,Inox Concept,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Vufflens-la-Ville (VD)
127,1,WALSER+CO.AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Wald AR (AR)
128,1,Aerni AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Waldkirch (SG)
129,1,Jörimann Stahl AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Walenstadt (SG)
130,3,AS Aufzüge AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Wettswil (ZH)
131,1,Borschberg + Käser AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Wettswil (ZH)
132,1,Unimec Fabrikations AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Wetzikon ZH (ZH)
133,1,Büchi AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Wil SG (SG)
134,1,Hablützel AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Wilchingen (SH)
135,1,Ackermann Fahrzeugbau AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Willisau (LU)
136,2,Stadelmann Metallbau AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Willisau (LU)
137,10,azw ausbildungszentrum winterthur,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Winterthur (ZH)
138,1,DEVO-Tech AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Ziefen (BL)
139,2,libs,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Zürich (ZH)
140,1,Weleda AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Arlesheim (BL)
141,2,"Nestlé, Nespresso SA",2018,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Avenches (VD)
142,1,Ruedin S.A.,2018,Diätkoch/-köchin EFZ,Bassecourt (JU)
143,1,Fraisa SA,2019,Drogist/in EFZ,Bellach (SO)
144,1,Asetronics AG,2019,Drucktechnologe/-login EFZ,Bern (BE)
145,1,Jüstrich Cosmetics AG,2019,Drucktechnologe/-login (Bogendruck) EFZ,Berneck (SG)
146,4,Bischofszell Nahrungsmittel AG,2019,Drucktechnologe/-login (Reprografie) EFZ,Bischofszell (TG)
147,1,British American Tobacco Switzerland SA,2018,Drucktechnologe/-login (Rollendruck) EFZ,Boncourt (JU)
148,1,ETA S.A. Manufacture Horlogère Suisse,2018,Drucktechnologe/-login (Siebdruck) EFZ,Boncourt (JU)
149,2,Von Roll Schweiz AG,2019,"Medientechnologe/-login (Print) EFZ, in Anhörung",Breitenbach (SO)
150,2,Nestlé Suisse SA,2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Broc (FR)
151,1,Chocolat Frey AG,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Buchs AG (AG)
152,1,Mibelle Group,2019,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Buchs AG (AG)
153,1,UCB Farchim SA,2019,Elektroinstallateur/in EFZ,Bulle (FR)
154,1,Bell Suisse SA,2018,Elektroniker/in EFZ,Cheseaux-sur-Lausanne (VD)
155,1,Heineken Switzerland AG,2019,Elektroplaner/in EFZ,Chur (GR)
156,2,Micarna SA,2019,Entwässerungspraktiker/in EBA,Courtepin (FR)
157,1,Emmi Schweiz AG,2019,Entwässerungstechnologe/-login EFZ,Dagmersellen (LU)
158,1,Victorinox Swiss Army S.A.,2018,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Delsberg (JU)
159,1,Sigmund Sieber AG,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Diepoldsau (SG)
160,10,EMS-CHEMIE AG,2019,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Domat/Ems (GR)
161,4,Wago Contact SA,2019,Fachmann/-frau Betreuung EFZ,Domdidier (FR)
162,1,Sika Manufacturing AG,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Düdingen (FR)
163,1,Ebnat AG,2019,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Ebnat-Kappel (SG)
164,1,Innovative Sensor Technology IST AG,2019,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Ebnat-Kappel (SG)
165,1,Emmi Schweiz AG,2019,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Emmen (LU)
166,1,Swiss Steel AG,2019,Fachmann/-frau Betriebsunterhalt EFZ,Emmenbrücke (LU)
167,2,thyssenkrupp Presta AG,2019,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Eschen (FL)
168,1,Elektrisola Feindraht AG,2019,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Escholzmatt (LU)
169,1,Estavayer Lait SA,2019,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Estavayer-le-Lac (FR)
170,1,ETA SA Manufacture Horlogère Suisse,2019,Fachmann/-frau Gesundheit EFZ,Fontainemelon (NE)
171,1,Ref-Flex,2019,Fachmann/-frau Hauswirtschaft EFZ,Freiburg 1 (FR)
172,1,Genossenschaft Migros Ostschweiz,2019,Fachmann/-frau Information und Dokumentation EFZ,Gossau SG (SG)
173,6,ETA SA Manufacture Horlogère Suisse,2019,Fachmann/-frau Kundendialog EFZ,Grenchen (SO)
174,1,Hoffmann Neopac AG,2019,Fachmann/-frau Leder und Textil EFZ,Gwatt (Thun) (BE)
175,1,libs,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Heerbrugg (SG)
176,1,Nestlé Waters (Suisse) SA - Henniez,2018,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Henniez (VD)
177,1,UFA AG,2019,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Herzogenbuchsee (BE)
178,1,Renata AG,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Itingen (BL)
179,2,Geberit Produktions AG,2019,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Jona (SG)
180,1,Nussbaum Kesswil AG,2019,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Kesswil (TG)
181,1,Ampac Flexibles AG,2019,Fachmann/-frau Textilpflege EFZ,Kirchberg BE (BE)
182,2,Emmi Schweiz AG,2019,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Kirchberg BE (BE)
183,1,Nestlé Suisse SA,2019,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Konolfingen (BE)
184,2,Amcor Flexibles Kreuzlingen AG,2019,Fahrradmechaniker/in EFZ,Kreuzlingen (TG)
185,1,Hug AG,2019,Fahrzeugschlosser/in EFZ,Malters (LU)
186,1,peka-metall AG,2019,Fassadenbauer/in EFZ,Mosen (LU)
187,1,Migros-Verteilbetrieb Neuendorf AG,2019,Fassadenbaupraktiker/in EBA,Neuendorf (SO)
188,1,Wilhelm Schmidlin AG,2019,Feinwerkoptiker/in EFZ,Oberarth (SZ)
189,1,Hoffmann Neopac AG,2019,Fleischfachassistent/in EBA,Oberdiessbach (BE)
190,1,IHI Ionbond AG,2019,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Olten (SO)
191,1,Hilcona Gourmet SA,2018,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Orbe (VD)
192,1,Nespresso SA,2018,Fleischfachmann/-frau EFZ,Orbe (VD)
193,1,Nestlé Suisse SA,2018,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,Orbe (VD)
194,2,Emmi Schweiz AG,2019,Fleischfachmann/-frau (Gewinnung) EFZ,Ostermundigen (BE)
195,2,Perlen Converting AG,2019,Fleischfachmann/-frau (Verarbeitung) EFZ,Perlen (LU)
196,2,Huber + Suhner AG,2019,Flexodrucker/in EFZ,Pfäffikon ZH (ZH)
197,2,Coop Genossenschaft,2019,Florist/in EBA,Pratteln (BL)
198,1,UFA SA,2018,Florist/in EFZ,Puidoux (VD)
199,2,Müller AG - Verpackungen,2019,Formenbauer/in EFZ,Reiden (LU)
